Date,Offline_Cost,Online_Cost,Shipping_Fee,GST
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,102.79,0.1
2019-01-01,4500,2424.5,102.79,0.18
2019-01-01,4500,2424.5,102.79,0.1
2019-01-01,4500,2424.5,102.79,0.1
2019-01-01,4500,2424.5,102.79,0.05
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.05
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.05
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,28.78,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.18
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-01,4500,2424.5,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.05
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,8.7,0.1
2019-01-02,4500,3480.36,8.7,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.05
2019-01-02,4500,3480.36,6.5,0.05
2019-01-02,4500,3480.36,8.7,0.1
2019-01-02,4500,3480.36,8.7,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,8.7,0.1
2019-01-02,4500,3480.36,8.7,0.1
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,20,0.18
2019-01-02,4500,3480.36,20,0.1
2019-01-02,4500,3480.36,20,0.1
2019-01-02,4500,3480.36,20,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,17.96,0.18
2019-01-02,4500,3480.36,17.96,0.1
2019-01-02,4500,3480.36,17.96,0.18
2019-01-02,4500,3480.36,17.96,0.18
2019-01-02,4500,3480.36,17.96,0.18
2019-01-02,4500,3480.36,6.5,0.18
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-02,4500,3480.36,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.05
2019-01-03,4500,1576.38,24.47,0.18
2019-01-03,4500,1576.38,24.47,0.1
2019-01-03,4500,1576.38,24.47,0.18
2019-01-03,4500,1576.38,24.47,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,8.7,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,35.96,0.18
2019-01-03,4500,1576.38,35.96,0.18
2019-01-03,4500,1576.38,35.96,0.1
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,18.47,0.05
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,28.78,0.18
2019-01-03,4500,1576.38,28.78,0.18
2019-01-03,4500,1576.38,28.78,0.1
2019-01-03,4500,1576.38,28.78,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,74.74,0.18
2019-01-03,4500,1576.38,74.74,0.1
2019-01-03,4500,1576.38,74.74,0.1
2019-01-03,4500,1576.38,74.74,0.1
2019-01-03,4500,1576.38,74.74,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,35.3,0.18
2019-01-03,4500,1576.38,35.3,0.18
2019-01-03,4500,1576.38,35.3,0.18
2019-01-03,4500,1576.38,35.3,0.18
2019-01-03,4500,1576.38,35.3,0.18
2019-01-03,4500,1576.38,35.3,0.18
2019-01-03,4500,1576.38,35.3,0.18
2019-01-03,4500,1576.38,28.78,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,20.78,0.18
2019-01-03,4500,1576.38,20.78,0.18
2019-01-03,4500,1576.38,18.47,0.18
2019-01-03,4500,1576.38,18.47,0.18
2019-01-03,4500,1576.38,18.47,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,13.78,0.18
2019-01-03,4500,1576.38,8.7,0.1
2019-01-03,4500,1576.38,35.3,0.18
2019-01-03,4500,1576.38,35.3,0.1
2019-01-03,4500,1576.38,35.3,0.1
2019-01-03,4500,1576.38,35.3,0.1
2019-01-03,4500,1576.38,122.74,0.1
2019-01-03,4500,1576.38,122.74,0.05
2019-01-03,4500,1576.38,12.76,0.18
2019-01-03,4500,1576.38,12.76,0.18
2019-01-03,4500,1576.38,12.76,0.18
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,8.7,0.1
2019-01-03,4500,1576.38,210.44,0.05
2019-01-03,4500,1576.38,210.44,0.18
2019-01-03,4500,1576.38,210.44,0.18
2019-01-03,4500,1576.38,210.44,0.18
2019-01-03,4500,1576.38,210.44,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,16.65,0.18
2019-01-03,4500,1576.38,16.65,0.18
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.05
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,0,0.05
2019-01-03,4500,1576.38,6.5,0.18
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-03,4500,1576.38,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,13.78,0.18
2019-01-04,4500,2928.55,13.78,0.1
2019-01-04,4500,2928.55,13.78,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.05
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,11.1,0.18
2019-01-04,4500,2928.55,11.1,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,8.7,0.1
2019-01-04,4500,2928.55,8.7,0.1
2019-01-04,4500,2928.55,8.7,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,11.1,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,50.74,0.1
2019-01-04,4500,2928.55,50.74,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.1
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,6.5,0.18
2019-01-04,4500,2928.55,13.78,0.18
2019-01-04,4500,2928.55,13.78,0.18
2019-01-04,4500,2928.55,13.78,0.05
2019-01-04,4500,2928.55,13.78,0.18
2019-01-04,4500,2928.55,6.5,0.18
